fault_text1,fault_text2,semantic_similarity
电机过载停机，故障代码E012，需重启复位,电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,0.59
离心泵叶轮磨损，流量下降至额定70%,继电器接触不良，信号传输时断时续,0.12
变频器频率漂移，设定50Hz实际输出45Hz,变频器频率漂移，设定50Hz实际输出45Hz,0.6
离心泵密封泄漏，机械密封端面磨损,离心泵密封泄漏，机械密封端面磨损,0.4
传感器量程超限，显示值固定为最大值,传感器抗干扰差，受电磁干扰出现跳变,0.82
离心泵流量不足，出口管路堵塞,离心泵密封泄漏，机械密封端面磨损,0.69
传感器数值漂移，测量值比实际值高10%,离心泵叶轮磨损，流量下降至额定70%,0.29
离心泵叶轮磨损，流量下降至额定70%,离心泵流量不足，出口管路堵塞,0.67
离心泵空转异响，进口阀门未打开导致气蚀,离心泵轴承发热，温度达75℃,0.82
离心泵轴承发热，温度达75℃,离心泵空转异响，进口阀门未打开导致气蚀,0.45
PLC断电记忆丢失，参数恢复至出厂默认值,PLC通讯故障，与变频器的Modbus连接中断,0.97
轴承滚珠破损，振动频谱出现冲击峰值,轴承间隙过大，径向游隙超0.15mm,0.69
电机负载达额定120%时出现过热，绕组温度升至105℃,电机负载达额定120%时出现过热，绕组温度升至105℃,0.65
轴承温升过高，连续运行2小时后温度达80℃,轴承滚珠破损，振动频谱出现冲击峰值,0.5
离心泵叶轮磨损，流量下降至额定70%,离心泵空转异响，进口阀门未打开导致气蚀,0.59
继电器线圈烧毁，电阻值无穷大,继电器吸合不良，线圈电压正常但触点未闭合,0.62
继电器线圈烧毁，电阻值无穷大,继电器触点烧蚀，接触电阻增大至5Ω,0.45
继电器接触不良，信号传输时断时续,离心泵空转异响，进口阀门未打开导致气蚀,0.01
电机轴承润滑不足导致转速异常，输出转速波动±5%,电机负载达额定120%时出现过热，绕组温度升至105℃,0.69
变频器过压报警，直流母线电压达800V,电机连续运行8小时后出现异响，振动值超额定20%,0.07
继电器吸合不良，线圈电压正常但触点未闭合,继电器吸合不良，线圈电压正常但触点未闭合,0.64
离心泵流量不足，出口管路堵塞,PLC输入输出点I0.2损坏，无信号输入,0.14
液压缸动作卡顿，换向时出现滞涩现象,液压缸压力不足，工作压力仅达额定60%,0.95
PLC断电记忆丢失，参数恢复至出厂默认值,PLC程序报错，梯形图逻辑错误导致误动作,0.62
PLC信号丢失，传感器反馈数据无更新,传感器抗干扰差，受电磁干扰出现跳变,0.09
电机连续运行8小时后出现异响，振动值超额定20%,变频器参数紊乱，加速时间被异常修改,0.27
轴承磨损异响，运转时出现周期性异音,传感器响应延迟，信号滞后2秒,0.22
液压缸活塞杆变形，伸出时出现偏斜,电机过载停机，故障代码E012，需重启复位,0.1
电机轴承润滑不足导致转速异常，输出转速波动±5%,电机连续运行8小时后出现异响，振动值超额定20%,0.59
变频器散热风扇故障，散热片温度达75℃,变频器频率漂移，设定50Hz实际输出45Hz,0.97
PLC程序报错，梯形图逻辑错误导致误动作,PLC程序报错，梯形图逻辑错误导致误动作,0.69
传感器无输出信号，接线端子接触不良,传感器数值漂移，测量值比实际值高10%,0.44
离心泵轴承发热，温度达75℃,离心泵空转异响，进口阀门未打开导致气蚀,0.84
传感器响应延迟，信号滞后2秒,变频器频率漂移，设定50Hz实际输出45Hz,0.1
轴承磨损异响，运转时出现周期性异音,轴承润滑脂干涸，出现干摩擦异响,0.84
电机负载达额定120%时出现过热，绕组温度升至105℃,离心泵密封泄漏，机械密封端面磨损,0.19
继电器误动作，无输入信号时触点自行闭合,变频器过压报警，直流母线电压达800V,0.03
继电器接触不良，信号传输时断时续,继电器线圈烧毁，电阻值无穷大,0.95
继电器触点烧蚀，接触电阻增大至5Ω,继电器线圈烧毁，电阻值无穷大,0.99
PLC断电记忆丢失，参数恢复至出厂默认值,PLC通讯故障，与变频器的Modbus连接中断,0.5
电机负载达额定120%时出现过热，绕组温度升至105℃,电机连续运行8小时后出现异响，振动值超额定20%,0.66
轴承温升过高，连续运行2小时后温度达80℃,轴承温升过高，连续运行2小时后温度达80℃,0.49
变频器频率漂移，设定50Hz实际输出45Hz,变频器过流跳闸，输出电流超额定30%,0.54
液压缸压力不足，工作压力仅达额定60%,液压缸压力不足，工作压力仅达额定60%,0.57
轴承滚珠破损，振动频谱出现冲击峰值,PLC输入输出点I0.2损坏，无信号输入,0.23
液压缸压力不足，工作压力仅达额定60%,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.47
轴承温升过高，连续运行2小时后温度达80℃,轴承磨损异响，运转时出现周期性异音,0.57
离心泵叶轮磨损，流量下降至额定70%,离心泵空转异响，进口阀门未打开导致气蚀,0.82
变频器过压报警，直流母线电压达800V,变频器过流跳闸，输出电流超额定30%,0.64
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,电机连续运行8小时后出现异响，振动值超额定20%,0.8
变频器过压报警，直流母线电压达800V,变频器过压报警，直流母线电压达800V,0.51
传感器量程超限，显示值固定为最大值,继电器吸合不良，线圈电压正常但触点未闭合,0.02
继电器误动作，无输入信号时触点自行闭合,液压缸缓冲装置失效，行程末端冲击过大,0.2
离心泵密封泄漏，机械密封端面磨损,离心泵叶轮磨损，流量下降至额定70%,0.95
PLC输入输出点I0.2损坏，无信号输入,PLC程序报错，梯形图逻辑错误导致误动作,0.4
变频器过压报警，直流母线电压达800V,变频器过流跳闸，输出电流超额定30%,0.54
离心泵轴承发热，温度达75℃,离心泵流量不足，出口管路堵塞,1.0
轴承磨损异响，运转时出现周期性异音,轴承滚珠破损，振动频谱出现冲击峰值,0.96
PLC程序报错，梯形图逻辑错误导致误动作,PLC输入输出点I0.2损坏，无信号输入,0.94
传感器响应延迟，信号滞后2秒,传感器量程超限，显示值固定为最大值,0.84
传感器无输出信号，接线端子接触不良,传感器量程超限，显示值固定为最大值,0.95
液压缸缓冲装置失效，行程末端冲击过大,液压缸压力不足，工作压力仅达额定60%,0.49
继电器吸合不良，线圈电压正常但触点未闭合,继电器接触不良，信号传输时断时续,0.95
离心泵空转异响，进口阀门未打开导致气蚀,液压缸缓冲装置失效，行程末端冲击过大,0.11
传感器数值漂移，测量值比实际值高10%,PLC输入输出点I0.2损坏，无信号输入,0.0
PLC信号丢失，传感器反馈数据无更新,PLC断电记忆丢失，参数恢复至出厂默认值,0.69
轴承温升过高，连续运行2小时后温度达80℃,轴承滚珠破损，振动频谱出现冲击峰值,0.63
变频器散热风扇故障，散热片温度达75℃,变频器过流跳闸，输出电流超额定30%,0.95
液压缸动作卡顿，换向时出现滞涩现象,传感器数值漂移，测量值比实际值高10%,0.16
电机轴承润滑不足导致转速异常，输出转速波动±5%,液压缸活塞杆变形，伸出时出现偏斜,0.03
传感器抗干扰差，受电磁干扰出现跳变,传感器无输出信号，接线端子接触不良,0.98
传感器抗干扰差，受电磁干扰出现跳变,传感器响应延迟，信号滞后2秒,0.41
继电器接触不良，信号传输时断时续,继电器误动作，无输入信号时触点自行闭合,0.83
继电器触点烧蚀，接触电阻增大至5Ω,变频器参数紊乱，加速时间被异常修改,0.27
电机轴承润滑不足导致转速异常，输出转速波动±5%,电机连续运行8小时后出现异响，振动值超额定20%,0.42
PLC输入输出点I0.2损坏，无信号输入,继电器接触不良，信号传输时断时续,0.22
液压缸压力不足，工作压力仅达额定60%,液压缸缓冲装置失效，行程末端冲击过大,0.44
液压缸动作卡顿，换向时出现滞涩现象,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.84
离心泵轴承发热，温度达75℃,离心泵密封泄漏，机械密封端面磨损,0.94
传感器无输出信号，接线端子接触不良,传感器响应延迟，信号滞后2秒,0.48
PLC信号丢失，传感器反馈数据无更新,PLC程序报错，梯形图逻辑错误导致误动作,0.54
轴承滚珠破损，振动频谱出现冲击峰值,PLC信号丢失，传感器反馈数据无更新,0.15
继电器触点烧蚀，接触电阻增大至5Ω,继电器误动作，无输入信号时触点自行闭合,0.59
液压缸动作卡顿，换向时出现滞涩现象,液压缸压力不足，工作压力仅达额定60%,0.93
轴承润滑脂干涸，出现干摩擦异响,轴承间隙过大，径向游隙超0.15mm,0.8
离心泵流量不足，出口管路堵塞,离心泵叶轮磨损，流量下降至额定70%,0.81
PLC信号丢失，传感器反馈数据无更新,传感器响应延迟，信号滞后2秒,0.16
电机过载停机，故障代码E012，需重启复位,离心泵空转异响，进口阀门未打开导致气蚀,0.04
PLC信号丢失，传感器反馈数据无更新,离心泵空转异响，进口阀门未打开导致气蚀,0.05
变频器频率漂移，设定50Hz实际输出45Hz,变频器频率漂移，设定50Hz实际输出45Hz,0.4
变频器过压报警，直流母线电压达800V,轴承润滑脂干涸，出现干摩擦异响,0.1
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,电机连续运行8小时后出现异响，振动值超额定20%,0.55
液压缸活塞杆变形，伸出时出现偏斜,液压缸压力不足，工作压力仅达额定60%,0.47
电机负载达额定120%时出现过热，绕组温度升至105℃,轴承间隙过大，径向游隙超0.15mm,0.11
PLC程序报错，梯形图逻辑错误导致误动作,离心泵叶轮磨损，流量下降至额定70%,0.13
离心泵流量不足，出口管路堵塞,离心泵流量不足，出口管路堵塞,0.45
电机负载达额定120%时出现过热，绕组温度升至105℃,电机过载停机，故障代码E012，需重启复位,0.69
PLC信号丢失，传感器反馈数据无更新,PLC断电记忆丢失，参数恢复至出厂默认值,0.89
PLC断电记忆丢失，参数恢复至出厂默认值,PLC输入输出点I0.2损坏，无信号输入,0.46
变频器频率漂移，设定50Hz实际输出45Hz,变频器散热风扇故障，散热片温度达75℃,0.57
轴承润滑脂干涸，出现干摩擦异响,轴承磨损异响，运转时出现周期性异音,0.47
液压缸活塞杆变形，伸出时出现偏斜,液压缸缓冲装置失效，行程末端冲击过大,0.45
传感器量程超限，显示值固定为最大值,传感器抗干扰差，受电磁干扰出现跳变,0.41
离心泵叶轮磨损，流量下降至额定70%,离心泵空转异响，进口阀门未打开导致气蚀,0.67
轴承滚珠破损，振动频谱出现冲击峰值,离心泵密封泄漏，机械密封端面磨损,0.07
传感器抗干扰差，受电磁干扰出现跳变,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.05
轴承磨损异响，运转时出现周期性异音,轴承温升过高，连续运行2小时后温度达80℃,0.93
轴承温升过高，连续运行2小时后温度达80℃,传感器无输出信号，接线端子接触不良,0.01
传感器量程超限，显示值固定为最大值,传感器数值漂移，测量值比实际值高10%,0.65
继电器误动作，无输入信号时触点自行闭合,继电器吸合不良，线圈电压正常但触点未闭合,0.99
PLC输入输出点I0.2损坏，无信号输入,PLC通讯故障，与变频器的Modbus连接中断,0.93
变频器过流跳闸，输出电流超额定30%,变频器频率漂移，设定50Hz实际输出45Hz,0.53
PLC信号丢失，传感器反馈数据无更新,PLC断电记忆丢失，参数恢复至出厂默认值,0.83
液压缸密封件损坏导致漏油，每小时泄漏5ml,液压缸缓冲装置失效，行程末端冲击过大,0.9
变频器过流跳闸，输出电流超额定30%,变频器散热风扇故障，散热片温度达75℃,0.46
PLC输入输出点I0.2损坏，无信号输入,PLC通讯故障，与变频器的Modbus连接中断,0.55
继电器吸合不良，线圈电压正常但触点未闭合,继电器触点烧蚀，接触电阻增大至5Ω,0.48
离心泵空转异响，进口阀门未打开导致气蚀,离心泵密封泄漏，机械密封端面磨损,0.53
