fault_text1_clean,fault_text2_clean,semantic_similarity,data_source
PLC通讯故障 与变频器的Modbus连接中断,PLC信号丢失 传感器反馈数据无更新,0.66,original
变频器过压报警 直流母线电压达800V,湿度增大后变频器过压报警 直流母线电压达800V,0.95,generated
PLC信号丢失 传感器反馈数据无更新,继电器误动作 无输入信号时触点自行闭合,0.05,generated
轴承滚珠破损 振动频谱出现冲击峰值,轴承磨损异响 运转时出现周期性异音,0.85,original
PLC断电记忆丢失 参数恢复至出厂默认值,PLC断电记忆丢失 参数恢复至出厂默认值,0.75,generated
传感器无输出信号 接线端子接触不良,传感器无输出信号 接线端子接触不良,0.96,generated
液压缸密封件损坏导致漏油 每小时泄漏5ml,液压缸活塞杆变形 伸出时出现偏斜,0.88,original
PLC程序报错 梯形图逻辑错误导致误动作,PLC程序报错 梯形图逻辑错误导致误动作,0.7,original
继电器触点烧蚀 接触电阻增大至5Ω,继电器线圈烧毁 电阻值无穷大,0.68,original
PLC通讯故障 与变频器的Modbus连接中断,PLC通讯故障 与变频器的Modbus连接中断,0.69,generated
电机过载停机 故障代码E012 需重启复位,电机过载停机 故障代码E012 需重启复位,0.46,original
PLC程序报错 梯形图逻辑错误导致误动作,PLC断电记忆丢失 参数恢复至出厂默认值,0.87,original
变频器频率漂移 设定50Hz实际输出45Hz,电机过载停机 故障代码E012 需重启复位,0.29,original
电机负载达额定120 时出现过热 绕组温度升至105,电机连续运行8小时后出现异响 振动值超额定20,0.86,original
电机环境湿度80 时出现绝缘不良 绝缘电阻低于0 5MΩ,电机连续运行8小时后出现异响 振动值超额定20,0.62,original
继电器误动作 无输入信号时触点自行闭合,继电器线圈烧毁 电阻值无穷大,1.0,original
液压缸压力不足 工作压力仅达额定60,液压缸压力不足 工作压力仅达额定60,0.79,generated
液压缸动作卡顿 换向时出现滞涩现象,传感器量程超限 显示值固定为最大值,0.3,original
液压缸缓冲装置失效 行程末端冲击过大,液压缸密封件损坏导致漏油 每小时泄漏5ml,0.49,original
继电器误动作 无输入信号时触点自行闭合,液压缸缓冲装置失效 行程末端冲击过大,0.2,original
离心泵流量不足 出口管路堵塞,离心泵叶轮磨损 流量下降至额定70,0.58,original
离心泵叶轮磨损 流量下降至额定70,离心泵流量不足 出口管路堵塞,0.55,original
电机轴承润滑不足导致转速异常 输出转速波动 5,电机负载达额定120 时出现过热 绕组温度升至105,0.5,original
PLC程序报错 梯形图逻辑错误导致误动作,继电器吸合不良 线圈电压正常但触点未闭合,0.08,generated
变频器频率漂移 设定50Hz实际输出45Hz,变频器频率漂移 设定50Hz实际输出45Hz,0.65,original
变频器散热风扇故障 散热片温度达75,变频器参数紊乱 加速时间被异常修改,0.69,original
轴承温升过高 连续运行2小时后温度达80,轴承温升过高 轻微连续运行2小时后温度达80,0.68,generated
离心泵密封泄漏 机械密封端面磨损,离心泵叶轮磨损 流量下降至额定70,0.55,original
轴承温升过高 连续运行2小时后温度达80,液压缸压力不足 工作压力仅达额定60,0.28,original
液压缸动作卡顿 换向时出现滞涩现象,液压缸活塞杆变形 伸出时出现偏斜,0.91,original
离心泵密封泄漏 机械密封端面磨损,离心泵流量不足 出口管路堵塞,0.43,original
传感器数值漂移 测量值比实际值高10,频繁传感器数值漂移 测量值比实际值高10,0.91,generated
PLC断电记忆丢失 参数恢复至出厂默认值,轴承温升过高 连续运行2小时后温度达80,0.05,generated
PLC输入输出点I0 2损坏 无信号输入,PLC信号丢失 传感器反馈数据无更新,0.58,original
变频器过压报警 直流母线电压达800V,PLC通讯故障 与变频器的Modbus连接中断,0.04,original
离心泵叶轮磨损 流量下降至额定70,继电器接触不良 信号传输时断时续,0.17,original
离心泵空转异响 进口阀门未打开导致气蚀,离心泵流量不足 出口管路堵塞,0.95,original
电机过载停机 故障代码E012 需重启复位,电机环境湿度80 时出现绝缘不良 绝缘电阻低于0 5MΩ,0.58,original
PLC信号丢失 传感器反馈数据无更新,PLC信号丢失 电流不稳时传感器反馈数据无更新,0.71,generated
离心泵流量不足 出口管路堵塞,离心泵轴承发热 温度达75,0.82,original
PLC信号丢失 传感器反馈数据无更新,PLC断电记忆丢失 参数恢复至出厂默认值,0.59,original
离心泵空转异响 进口阀门未打开导致气蚀,在启动时离心泵空转异响 进口阀门未打开导致气蚀,0.8,generated
传感器抗干扰差 受电磁干扰出现跳变,变频器过压报警 直流母线电压达800V,0.16,original
继电器触点烧蚀 接触电阻增大至5Ω,继电器线圈烧毁 电阻值无穷大,0.66,original
PLC程序报错 梯形图逻辑错误导致误动作,PLC信号丢失 传感器反馈数据无更新,0.98,original
PLC程序报错 梯形图逻辑错误导致误动作,PLC通讯故障 与变频器的Modbus连接中断,0.59,original
继电器触点烧蚀 接触电阻增大至5Ω,继电器误动作 无输入信号时触点自行闭合,0.95,original
离心泵叶轮磨损 流量下降至额定70,继电器接触不良 信号传输时断时续,0.07,original
变频器散热风扇故障 散热片温度达75,变频器频率漂移 设定50Hz实际输出45Hz,0.81,original
离心泵密封泄漏 机械密封端面磨损,离心泵叶轮磨损 流量下降至额定70,0.7,original
电机过载停机 故障代码E012 需重启复位,电机负载达额定120 时出现过热 绕组温度升至105,0.62,original
离心泵流量不足 出口管路堵塞,离心泵流量不足 间歇性出口管路堵塞,0.77,generated
液压缸活塞杆变形 伸出时出现偏斜,继电器触点烧蚀 接触电阻增大至5Ω,0.03,generated
变频器频率漂移 设定50Hz实际输出45Hz,变频器散热风扇故障 散热片温度达75,0.85,original
电机连续运行8小时后出现异响 振动值超额定20,电机连续运行8小时后出现异响 振动值超额定20,0.43,original
继电器吸合不良 线圈电压正常但触点未闭合,继电器误动作 无输入信号时触点自行闭合,1.0,original
离心泵轴承发热 温度达75,轴承温升过高 连续运行2小时后温度达80,0.23,original
传感器量程超限 显示值固定为最大值,传感器抗干扰差 受电磁干扰出现跳变,0.94,original
离心泵密封泄漏 机械密封端面磨损,PLC输入输出点I0 2损坏 无信号输入,0.4,generated
变频器过压报警 直流母线电压达800V,变频器参数紊乱 加速时间被异常修改,0.82,original
电机过载停机 故障代码E012 需重启复位,在启动时电机过载停机 故障代码E012 需重启复位,0.9,generated
变频器过流跳闸 输出电流超额定30,变频器参数紊乱 加速时间被异常修改,0.83,original
轴承磨损异响 运转时出现周期性异音,轴承间隙过大 径向游隙超0 15mm,0.87,original
轴承磨损异响 运转时出现周期性异音,轴承润滑脂干涸 出现干摩擦异响,0.43,original
变频器过压报警 直流母线电压达800V,变频器过压报警 直流母线电压达800V,0.9,generated
继电器线圈烧毁 电阻值无穷大,变频器过压报警 直流母线电压达800V,0.56,generated
液压缸密封件损坏导致漏油 每小时泄漏5ml,液压缸密封件损坏导致漏油 电流不稳时每小时泄漏5ml,0.77,generated
轴承磨损异响 运转时出现周期性异音,轴承温升过高 连续运行2小时后温度达80,0.49,original
轴承温升过高 连续运行2小时后温度达80,传感器响应延迟 信号滞后2秒,0.48,generated
变频器过压报警 直流母线电压达800V,传感器量程超限 显示值固定为最大值,0.65,generated
液压缸缓冲装置失效 行程末端冲击过大,液压缸缓冲装置失效 行程末端冲击过大,0.91,generated
电机连续运行8小时后出现异响 振动值超额定20,电机负载达额定120 时出现过热 绕组温度升至105,0.48,original
继电器触点烧蚀 接触电阻增大至5Ω,液压缸压力不足 工作压力仅达额定60,0.08,original
液压缸活塞杆变形 伸出时出现偏斜,轴承温升过高 连续运行2小时后温度达80,0.72,generated
继电器误动作 无输入信号时触点自行闭合,电机连续运行8小时后出现异响 振动值超额定20,0.1,original
继电器线圈烧毁 电阻值无穷大,继电器吸合不良 线圈电压正常但触点未闭合,0.62,original
变频器参数紊乱 加速时间被异常修改,变频器过压报警 直流母线电压达800V,0.55,original
变频器参数紊乱 加速时间被异常修改,温度升高后变频器参数紊乱 加速时间被异常修改,0.7,generated
离心泵轴承发热 温度达75,离心泵轴承发热 温度达75,0.5,original
变频器过压报警 直流母线电压达800V,变频器参数紊乱 加速时间被异常修改,0.64,original
离心泵流量不足 出口管路堵塞,电压波动时离心泵流量不足 出口管路堵塞,0.86,generated
液压缸密封件损坏导致漏油 每小时泄漏5ml,液压缸缓冲装置失效 行程末端冲击过大,0.57,original
传感器抗干扰差 受电磁干扰出现跳变,传感器数值漂移 测量值比实际值高10,0.87,original
传感器数值漂移 测量值比实际值高10,传感器数值漂移 测量值比实际值高10,0.85,generated
液压缸活塞杆变形 伸出时出现偏斜,液压缸动作卡顿 换向时出现滞涩现象,0.5,original
变频器过流跳闸 输出电流超额定30,变频器过流跳闸 在负载增加时输出电流超额定30,0.72,generated
继电器线圈烧毁 电阻值无穷大,继电器误动作 无输入信号时触点自行闭合,0.84,original
轴承温升过高 连续运行2小时后温度达80,轴承间隙过大 径向游隙超0 15mm,0.91,original
传感器量程超限 显示值固定为最大值,传感器无输出信号 接线端子接触不良,0.56,original
轴承温升过高 连续运行2小时后温度达80,传感器量程超限 显示值固定为最大值,0.29,original
传感器响应延迟 信号滞后2秒,电机轴承润滑不足导致转速异常 输出转速波动 5,0.05,original
轴承磨损异响 运转时出现周期性异音,轴承间隙过大 径向游隙超0 15mm,0.69,original
PLC通讯故障 与变频器的Modbus连接中断,PLC输入输出点I0 2损坏 无信号输入,0.91,original
PLC输入输出点I0 2损坏 无信号输入,继电器线圈烧毁 电阻值无穷大,0.01,original
继电器误动作 无输入信号时触点自行闭合,继电器线圈烧毁 电阻值无穷大,0.92,original
变频器过压报警 直流母线电压达800V,变频器参数紊乱 加速时间被异常修改,0.52,original
变频器过流跳闸 输出电流超额定30,离心泵轴承发热 温度达75,0.5,generated
继电器触点烧蚀 接触电阻增大至5Ω,继电器吸合不良 线圈电压正常但触点未闭合,0.68,original
离心泵叶轮磨损 流量下降至额定70,轴承润滑脂干涸 出现干摩擦异响,0.07,original
电机过载停机 故障代码E012 需重启复位,电机过载停机 故障代码E012 需重启复位,0.83,generated
离心泵叶轮磨损 流量下降至额定70,离心泵流量不足 出口管路堵塞,0.42,original
传感器抗干扰差 受电磁干扰出现跳变,液压缸动作卡顿 换向时出现滞涩现象,0.08,original
变频器参数紊乱 加速时间被异常修改,离心泵空转异响 进口阀门未打开导致气蚀,0.15,generated
液压缸缓冲装置失效 行程末端冲击过大,电机环境湿度80 时出现绝缘不良 绝缘电阻低于0 5MΩ,0.18,original
PLC信号丢失 传感器反馈数据无更新,PLC信号丢失 传感器反馈数据无更新,0.99,generated
PLC输入输出点I0 2损坏 无信号输入,PLC信号丢失 传感器反馈数据无更新,0.47,original
液压缸缓冲装置失效 行程末端冲击过大,液压缸动作卡顿 换向时出现滞涩现象,0.52,original
传感器量程超限 显示值固定为最大值,传感器抗干扰差 受电磁干扰出现跳变,0.99,original
变频器频率漂移 设定50Hz实际输出45Hz,PLC断电记忆丢失 参数恢复至出厂默认值,0.01,original
继电器接触不良 信号传输时断时续,继电器接触不良 湿度增大后信号传输时断时续,0.83,generated
传感器量程超限 显示值固定为最大值,湿度增大后传感器量程超限 显示值固定为最大值,0.97,generated
液压缸压力不足 工作压力仅达额定60,液压缸压力不足 工作压力仅达额定60,0.57,original
电机环境湿度80 时出现绝缘不良 绝缘电阻低于0 5MΩ,电机连续运行8小时后出现异响 振动值超额定20,0.85,original
